business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Acre Coffee,3.5,$$,Coffee & Tea,66,100,,Routine - Unscheduled,San Francisco,,,+14155617296,69495_20160623,69495,525 Golden Gate Ave,2016-06-23 00:00:00,,,,CA,94102
After Osha,3.5,$$,Thai,347,75,37.789413,Routine - Unscheduled,San Francisco,Low Risk,"(37.789413, -122.407511)",,67743_20161019,67743,432 Sutter St,2016-10-19 00:00:00,Unclean or degraded floors walls or ceilings,67743_20161019_103154,-122.407511,CA,94108
Aguila De Oro,3.0,$,Mexican,12,85,,Routine - Unscheduled,San Francisco,Low Risk,,,77177_20150923,77177,5201 03rd St,2015-09-23 00:00:00,Improper storage of equipment utensils or linens,77177_20150923_103145,,CA,94124
Aicha,4.0,$$,Moroccan,392,85,37.788964,Routine - Unscheduled,San Francisco,High Risk,"(37.788964, -122.420384)",,59949_20161021,59949,1303 Polk St,2016-10-21 00:00:00,High risk vermin infestation,59949_20161021_103114,-122.420384,CA,94109
Aina,4.0,$$,Breakfast & Brunch,442,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155338758,86362_20160923,86362,900 22nd St,2016-09-23 00:00:00,Improper food storage,86362_20160923_103139,,CA,94107
Ajisen Ramen,3.5,$$,Ramen,816,81,37.784317,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784317, -122.407563)",,63757_20160711,63757,865 Market St #STC-12,2016-07-11 00:00:00,Inadequate and inaccessible handwashing facilities,63757_20160711_103119,-122.407563,CA,94103
Akiba,3.5,$$,Japanese,175,94,37.781585,Routine - Unscheduled,San Francisco,Low Risk,"(37.781585, -122.492793)",,66972_20160523,66972,3141 Clement St,2016-05-23 00:00:00,Inadequate ventilation or lighting,66972_20160523_103147,-122.492793,CA,94121
Akiko's Sushi Bar,3.5,$$,Sushi Bars,386,85,37.788484,Routine - Unscheduled,San Francisco,Low Risk,"(37.788484, -122.410045)",,102_20161103,102,542A Mason St,2016-11-03 00:00:00,Food safety certificate or food handler card not available,102_20161103_103157,-122.410045,CA,94102
Akikos Sushi,4.0,$$,Sushi Bars,1473,86,37.790643,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.790643, -122.404676)",,121_20151020,121,431 Bush St,2015-10-20 00:00:00,Inadequate and inaccessible handwashing facilities,121_20151020_103119,-122.404676,CA,94108
Al's Place,4.0,$$$,Seafood,439,88,,Routine - Unscheduled,San Francisco,Low Risk,,+14155605186,80669_20160324,80669,1499 Valencia St,2016-03-24 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,80669_20160324_103149,,CA,94110
Al's Super Cafe,3.5,$$,American (Traditional),134,90,37.744324,Routine - Unscheduled,San Francisco,Low Risk,"(37.744324, -122.420831)",,65852_20160226,65852,3286 MISSION St,2016-02-26 00:00:00,Unclean or degraded floors walls or ceilings,65852_20160226_103154,-122.420831,CA,94110
Alcatraz Landing Cafe,2.0,$$,"Beer, Wine & Spirits",68,91,,Routine - Unscheduled,San Francisco,High Risk,,,84983_20161007,84983,Pier 33 Embarcadero,2016-10-07 00:00:00,High risk vermin infestation,84983_20161007_103114,,CA,94111
Alcatraz Landing Cafe,2.0,$$,"Beer, Wine & Spirits",68,100,37.805934,Routine - Unscheduled,San Francisco,,"(37.805934, -122.404248)",,35415_20160825,35415,Pier 31 Parking Lot,2016-08-25 00:00:00,,,-122.404248,CA,94111
Alcatraz Market,4.0,$$$$,Grocery,4,82,,Routine - Unscheduled,San Francisco,Moderate Risk,,,81440_20160420,81440,757 Beach St,2016-04-20 00:00:00,Insufficient hot water or running water,81440_20160420_103129,,CA,94109
Alex Bakery,4.0,$,Bakeries,110,84,,Routine - Unscheduled,San Francisco,High Risk,,+14155242892,87618_20161025,87618,431 Clement St,2016-10-25 00:00:00,Unclean or unsanitary food contact surfaces,87618_20161025_103109,,CA,94118
Alex Gourmet Burrito,3.0,$,Mexican,117,100,,Routine - Unscheduled,San Francisco,,,,75944_20161220,75944,545 Sansome St 207B,2016-12-20 00:00:00,,,,CA,94111
Alexander's Steakhouse,4.0,$$$$,Steakhouses,1398,100,37.779153,Routine - Unscheduled,San Francisco,,"(37.779153, -122.395569)",,63191_20140422,63191,448 BRANNAN St,2014-04-22 00:00:00,,,-122.395569,CA,94107
Alice Chinese Bistro,2.0,$$,Cantonese,2,82,,Routine - Unscheduled,San Francisco,Low Risk,,+14155676491,83048_20150623,83048,420 Judah St,2015-06-23 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,83048_20150623_103149,,CA,94122
Alice's Restaurant,3.5,$$,Chinese,230,85,37.743602,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.743602, -122.428803)",+14155288999,2664_20161102,2664,1599 Sanchez St,2016-11-02 00:00:00,Inadequate and inaccessible handwashing facilities,2664_20161102_103119,-122.428803,CA,94131
Aliment,3.5,$$,American (New),400,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,,74680_20160516,74680,790 Bush St,2016-05-16 00:00:00,Inadequate and inaccessible handwashing facilities,74680_20160516_103119,,CA,94108
Alimento,4.5,$,Delis,509,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,85097_20161102,85097,507 Columbus Ave,2016-11-02 00:00:00,Foods not protected from contamination,85097_20161102_103133,,CA,94133
Alioto's,3.0,$$,Seafood,1328,86,37.795202,Routine - Unscheduled,San Francisco,Low Risk,"(37.795202, -122.413169)",,3433_20160601,3433,Foot of Taylor St #8,2016-06-01 00:00:00,Permit license or inspection report not posted,3433_20160601_103156,-122.413169,CA,94133
Alite Designs Inc,4.0,$$,Furniture Stores,79,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155621526,80545_20161214,80545,3376 18th St,2016-12-14 00:00:00,Food safety certificate or food handler card not available,80545_20161214_103157,,CA,94110
All Good Pizza,4.5,$$,Pizza,172,94,37.738998,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.738998, -122.389778)",,68842_20150818,68842,1605 Jerrold Ave,2015-08-18 00:00:00,Moderate risk food holding temperature,68842_20150818_103120,-122.389778,CA,
All Nite Pizza & Foods,3.5,$$,Pizza,1138,88,,Routine - Unscheduled,San Francisco,Low Risk,,,76511_20150824,76511,5155 03rd St,2015-08-24 00:00:00,Unapproved or unmaintained equipment or utensils,76511_20150824_103144,,CA,94124
Allstar Donuts,4.0,$,Donuts,210,86,37.782694,Routine - Unscheduled,San Francisco,Low Risk,"(37.782694, -122.468969)",,1922_20161012,1922,901 Clement St,2016-10-12 00:00:00,Unclean nonfood contact surfaces,1922_20161012_103142,-122.468969,CA,94118
Allstars Cafe,4.0,$,Donuts,95,80,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155864949,85856_20160817,85856,98 09th St,2016-08-17 00:00:00,Inadequately cleaned or sanitized food contact surfaces,85856_20160817_103124,,CA,94103
Allstars Cafe Inc,3.5,$$,Breakfast & Brunch,61,78,,Routine - Unscheduled,San Francisco,Low Risk,,+14155259888,86990_20161103,86990,1500 Market St,2016-11-03 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,86990_20161103_103149,,CA,94102
Allstars Donuts & Burgers,4.0,$,Burgers,21,92,37.781697,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781697, -122.415334)",+14155905399,61953_20160609,61953,290 GOLDEN GATE Ave,2016-06-09 00:00:00,Moderate risk vermin infestation,61953_20160609_103131,-122.415334,CA,94102
Aloha Hawaiian Barbecue,3.0,$,Hawaiian,77,85,,Routine - Unscheduled,San Francisco,Moderate Risk,,,82733_20160802,82733,4935 Mission St,2016-08-02 00:00:00,Inadequately cleaned or sanitized food contact surfaces,82733_20160802_103124,,CA,94112
Alta CA,3.5,$$$,American (New),428,89,,Routine - Unscheduled,San Francisco,Low Risk,,,76373_20160421,76373,1420 Market St,2016-04-21 00:00:00,Inadequate warewashing facilities or equipment,76373_20160421_103143,,CA,94102
Amal's Deli,5.0,$,Delis,9,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155627457,78793_20160225,78793,1416 Haight St,2016-02-25 00:00:00,Improper or defective plumbing,78793_20160225_103150,,CA,94117
Amarena,4.0,$$,Italian,486,87,37.797713,Routine - Unscheduled,San Francisco,Low Risk,"(37.797713, -122.420353)",,2057_20160726,2057,2162 Larkin St,2016-07-26 00:00:00,Unpermitted food facility,2057_20160726_103158,-122.420353,CA,94109
Amawele's South African Kitchen,4.0,$,South African,183,100,,Routine - Unscheduled,San Francisco,,,,70946_20150113,70946,101 Spear St,2015-01-13 00:00:00,,,,CA,94105
Amber India Corporation,4.5,$$,"Beer, Wine & Spirits",673,82,37.785386,Routine - Unscheduled,San Francisco,Low Risk,"(37.785386, -122.403918)",,38259_20160712,38259,25 Yerba Buena Ln,2016-07-12 00:00:00,Permit license or inspection report not posted,38259_20160712_103156,-122.403918,CA,94103
Ambrosia Bakery,4.0,$,Bakeries,422,88,,Routine - Unscheduled,San Francisco,Low Risk,,+14155335305,86682_20161012,86682,2605 Ocean Ave,2016-10-12 00:00:00,Unapproved or unmaintained equipment or utensils,86682_20161012_103144,,CA,94132
Amelie,4.0,$$,Wine Bars,1205,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155296916,80930_20160318,80930,1754 Polk St,2016-03-18 00:00:00,Unclean or degraded floors walls or ceilings,80930_20160318_103154,,CA,94109
Amici's East Coast Pizzeria,3.0,$$,Pizza,458,96,37.799628,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799628, -122.437974)",,30001_20161118,30001,2200 LOMBARD St,2016-11-18 00:00:00,Foods not protected from contamination,30001_20161118_103133,-122.437974,CA,94123
Amitis Cafe,4.5,$,Coffee & Tea,102,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155562828,83687_20150722,83687,800 Masonic Ave,2015-07-22 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,83687_20150722_103149,,CA,94117
Amoura,2.5,$$,Sandwiches,134,82,37.784848,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784848, -122.406892)",+14155359611,27056_20161004,27056,845 Market St FE2,2016-10-04 00:00:00,Inadequate and inaccessible handwashing facilities,27056_20161004_103119,-122.406892,CA,94103
Amphawa Thai Noodle House,4.0,$$,Thai,361,71,37.780733,Routine - Unscheduled,San Francisco,High Risk,"(37.780733, -122.473114)",,66229_20160607,66229,5020 GEARY Blvd,2016-06-07 00:00:00,High risk food holding temperature,66229_20160607_103103,-122.473114,CA,94122
Amsterdam Cafe,4.5,$$$,American (New),20,80,37.785994,Routine - Unscheduled,San Francisco,Low Risk,"(37.785994, -122.418807)",,28836_20151006,28836,937 Geary St,2015-10-06 00:00:00,Unclean nonfood contact surfaces,28836_20151006_103142,-122.418807,CA,94109
Ana's Market,3.0,$,Grocery,7,87,37.713153,Routine - Unscheduled,San Francisco,High Risk,"(37.713153, -122.45641)",,65026_20161109,65026,105 BROAD St,2016-11-09 00:00:00,Contaminated or adulterated food,65026_20161109_103108,-122.45641,CA,94112
Anchor & Hope,3.5,$$$,Seafood,1350,85,37.787877,Routine - Unscheduled,San Francisco,Low Risk,"(37.787877, -122.398872)",,36205_20150520,36205,83 Minna St,2015-05-20 00:00:00,Improper or defective plumbing,36205_20150520_103150,-122.398872,CA,94105
Anda Piroshki,4.5,$,Russian,102,100,,Routine - Unscheduled,San Francisco,Moderate Risk,,,75739_20160116,75739,1727 Haight St,2016-01-16 00:00:00,Moderate risk vermin infestation,75739_20160116_103131,,CA,94117
Andale Mexican Restaurant,2.5,$$,Mexican,193,98,37.784848,Routine - Unscheduled,San Francisco,Low Risk,"(37.784848, -122.406892)",+14155740506,27854_20160831,27854,845 Market St FE7,2016-08-31 00:00:00,Unclean nonfood contact surfaces,27854_20160831_103142,-122.406892,CA,94103
Andersen Bakery,3.5,$,Bakeries,114,89,37.789064,Routine - Unscheduled,San Francisco,Low Risk,"(37.789064, -122.402861)",,19379_20161109,19379,50 Post St #1,2016-11-09 00:00:00,Food safety certificate or food handler card not available,19379_20161109_103157,-122.402861,CA,94104
Andersen Bread,3.0,$,Bakeries,73,94,37.777053,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777053, -122.416939)",+14150427100,64805_20170105,64805,1390 Market St Suite 110,2017-01-05 00:00:00,Moderate risk food holding temperature,64805_20170105_103120,-122.416939,CA,94102
Andersen Bread,3.0,$,Bakeries,73,100,,Routine - Unscheduled,San Francisco,,,,74191_20160706,74191,2 Embarcadero Center  R-2203-4,2016-07-06 00:00:00,,,,CA,94111
Andersen Bread,3.0,$,Bakeries,73,79,37.793294,Routine - Unscheduled,San Francisco,High Risk,"(37.793294, -122.399227)",,69881_20160511,69881,235 California St,2016-05-11 00:00:00,High risk food holding temperature,69881_20160511_103103,-122.399227,CA,94111
Andersen Bread,3.0,$,Bakeries,73,82,,Routine - Unscheduled,San Francisco,Moderate Risk,,,71772_20141003,71772,525 Market St,2014-10-03 00:00:00,Inadequate and inaccessible handwashing facilities,71772_20141003_103119,,CA,94105
Andi's Market,3.5,$,Grocery,14,85,,Routine - Unscheduled,San Francisco,Low Risk,,,77532_20160614,77532,820 Cortland Ave,2016-06-14 00:00:00,Improper food storage,77532_20160614_103139,,CA,94110
Andrea's Bakery,4.0,$,Bakeries,18,82,37.72604,Routine - Unscheduled,San Francisco,Low Risk,"(37.72604, -122.433714)",,38427_20160928,38427,4511 Mission St,2016-09-28 00:00:00,Low risk vermin infestation,38427_20160928_103161,-122.433714,CA,94112
Andytown Coffee Roasters,4.5,$,Coffee & Tea,591,100,,Routine - Unscheduled,San Francisco,,,+14155759775,77004_20161122,77004,3655 Lawton St,2016-11-22 00:00:00,,,,CA,94122
Angel Cafe and Deli,4.0,$,Coffee & Tea,221,100,37.786528,Routine - Unscheduled,San Francisco,,"(37.786528, -122.415064)",,34186_20160831,34186,700 Geary St,2016-08-31 00:00:00,,,-122.415064,CA,94109
Angel's Market,4.5,$$,Grocery,14,92,37.748214,Routine - Unscheduled,San Francisco,Low Risk,"(37.748214, -122.433746)",+14155648309,4978_20160307,4978,1649 Castro St,2016-03-07 00:00:00,Food safety certificate or food handler card not available,4978_20160307_103157,-122.433746,CA,94114
Angkor Borei Restaurant,4.0,$$,Cambodian,457,94,37.741333,Routine - Unscheduled,San Francisco,Low Risk,"(37.741333, -122.422603)",,63576_20161220,63576,3471 MISSION St,2016-12-20 00:00:00,Unclean nonfood contact surfaces,63576_20161220_103142,-122.422603,CA,94110
Ann's Donut Coffee Shop,3.5,$,Sandwiches,32,96,37.725949,Routine - Unscheduled,San Francisco,Low Risk,"(37.725949, -122.433906)",+14155331761,253_20161208,253,4488 Mission St,2016-12-08 00:00:00,Unclean or degraded floors walls or ceilings,253_20161208_103154,-122.433906,CA,94112
Annakoot,2.5,$,Indian,5,88,37.779847,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.779847, -122.418985)",,65902_20150407,65902,"Music Concourse, Golden Gate Park",2015-04-07 00:00:00,Inadequately cleaned or sanitized food contact surfaces,65902_20150407_103124,-122.418985,CA,94102
Annie's Hot Dogs,4.0,$,Food Stands,28,94,37.779847,Routine - Unscheduled,San Francisco,Low Risk,"(37.779847, -122.418985)",,5441_20160819,5441,Stockton & Market & Ellis St (NW),2016-08-19 00:00:00,Permit license or inspection report not posted,5441_20160819_103156,-122.418985,CA,94102
Annie's Hot Dogs,4.0,$,Food Stands,28,98,37.779847,Routine - Unscheduled,San Francisco,Low Risk,"(37.779847, -122.418985)",,5434_20160622,5434,Stockton & O'Farrell St (N/W),2016-06-22 00:00:00,Food safety certificate or food handler card not available,5434_20160622_103157,-122.418985,CA,94102
Annie's Hot Dogs,4.0,$,Food Stands,28,98,37.779847,Routine - Unscheduled,San Francisco,Low Risk,"(37.779847, -122.418985)",,5430_20160525,5430,Powell & Market St (S/E),2016-05-25 00:00:00,Food safety certificate or food handler card not available,5430_20160525_103157,-122.418985,CA,94102
Annie's Hot Dogs & Pretzels,5.0,$,Hot Dogs,6,94,37.777122,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777122, -122.419639)",,60551_20161103,60551,"Golden Gate Park, Carousel Snack Bar",2016-11-03 00:00:00,Moderate risk food holding temperature,60551_20161103_103120,-122.419639,CA,
Annie's Hot Dogs & Pretzels,5.0,$,Hot Dogs,6,96,37.777122,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777122, -122.419639)",,60550_20160701,60550,"Golden Gate Park, JFK Dr.@8th Ave",2016-07-01 00:00:00,Insufficient hot water or running water,60550_20160701_103129,-122.419639,CA,
Annie's Hot Dogs & Pretzels,5.0,$,Hot Dogs,6,96,37.777122,Routine - Unscheduled,San Francisco,Low Risk,"(37.777122, -122.419639)",,60547_20160624,60547,"Golden Gate Park, Music Concourse",2016-06-24 00:00:00,Improper food storage,60547_20160624_103139,-122.419639,CA,
Annie's Hot Dogs & Pretzels,5.0,$,Hot Dogs,6,100,37.777122,Routine - Unscheduled,San Francisco,,"(37.777122, -122.419639)",,60548_20160624,60548,"Golden Gate Park, JFK Dr.@Conservatory of Flowers",2016-06-24 00:00:00,,,-122.419639,CA,
Annie's Hot Dogs & Pretzels,5.0,$,Hot Dogs,6,92,37.777122,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777122, -122.419639)",,60549_20151010,60549,"Golden Gate Park, Spreckles Lake",2015-10-10 00:00:00,Insufficient hot water or running water,60549_20151010_103129,-122.419639,CA,
Another Cafe,4.0,$,Coffee & Tea,347,87,37.790253,Routine - Unscheduled,San Francisco,Low Risk,"(37.790253, -122.415357)",,66656_20161027,66656,1191 Pine St,2016-10-27 00:00:00,Improper food storage,66656_20161027_103139,-122.415357,CA,94109
Anthony's Cookies,4.5,$,Desserts,1481,94,37.750238,Routine - Unscheduled,San Francisco,Low Risk,"(37.750238, -122.420401)",+14155659834,68811_20160324,68811,1417 Valencia St,2016-03-24 00:00:00,Low risk vermin infestation,68811_20160324_103161,-122.420401,CA,94110
Applebee's Fisherman's Wharf,2.5,$$,Burgers,320,98,,Routine - Unscheduled,San Francisco,Low Risk,,,74952_20160627,74952,2770 Taylor St,2016-06-27 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,74952_20160627_103149,,CA,94133
April Nine Thai Kitchen,3.5,$$,Thai,250,87,,Routine - Unscheduled,San Francisco,High Risk,,+14155588058,74013_20160531,74013,701 Randolph St,2016-05-31 00:00:00,Unapproved food source,74013_20160531_103110,,CA,94132
Arabian Nights,4.0,$$,Mediterranean,575,94,37.759484,Routine - Unscheduled,San Francisco,Low Risk,"(37.759484, -122.419107)",,66400_20140324,66400,2345 Mission St,2014-03-24 00:00:00,Permit license or inspection report not posted,66400_20140324_103156,-122.419107,CA,94110
Aracely Restaurant,4.0,$$,American (New),99,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,,79829_20161207,79829,401 13th St,2016-12-07 00:00:00,Moderate risk food holding temperature,79829_20161207_103120,,CA,94130
Arang Restaurant,3.5,$$,Korean,541,86,,Routine - Unscheduled,San Francisco,Low Risk,,,78722_20160930,78722,1506 Fillmore St,2016-09-30 00:00:00,Improper storage use or identification of toxic substances,78722_20160930_103138,,CA,94115
Arashi Sushi House,4.0,$$,Sushi Bars,270,83,,Routine - Unscheduled,San Francisco,Low Risk,,,80495_20160629,80495,4724 Geary Blvd,2016-06-29 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,80495_20160629_103149,,CA,94118
Archive Bar & Kitchen,4.0,$$,American (New),251,81,,Routine - Unscheduled,San Francisco,Moderate Risk,,,76513_20141023,76513,602 Mission St,2014-10-23 00:00:00,Moderate risk food holding temperature,76513_20141023_103120,,CA,94105
Argent Hotel - 2nd Floor Banquet Room Kitchen,4.0,$$$$,French,1264,96,,Routine - Unscheduled,San Francisco,,,,19109_20150320,19109,50 3RD St,2015-03-20 00:00:00,,,,CA,94103
Aria,4.0,$,Korean,253,86,37.786565,Routine - Unscheduled,San Francisco,Low Risk,"(37.786565, -122.418116)",,69353_20160907,69353,932 Larkin St,2016-09-07 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,69353_20160907_103149,-122.418116,CA,94109
Arizmendi Bakery,4.5,$,Bakeries,471,88,37.752612,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.752612, -122.420769)",,64116_20161027,64116,1268 Valencia St,2016-10-27 00:00:00,Inadequately cleaned or sanitized food contact surfaces,64116_20161027_103124,-122.420769,CA,94110
Arlequin Wine Merchant,4.5,$$,"Beer, Wine & Spirits",161,100,,Routine - Unscheduled,San Francisco,,,,76588_20160628,76588,384 A Hayes St,2016-06-28 00:00:00,,,,CA,94102
Aroma Tea Shop,4.5,$$,Coffee & Tea,198,92,37.778382,Routine - Unscheduled,San Francisco,Low Risk,"(37.778382, -122.462787)",,64361_20161006,64361,302 06th Ave,2016-10-06 00:00:00,Permit license or inspection report not posted,64361_20161006_103156,-122.462787,CA,94118
Aroma Tea Shop,4.5,$$,Coffee & Tea,198,96,37.795033,Routine - Unscheduled,San Francisco,Low Risk,"(37.795033, -122.407368)",+14155366588,63077_20151218,63077,845 Washington St,2015-12-18 00:00:00,Improper food storage,63077_20151218_103139,-122.407368,CA,94108
Arsicault Bakery,4.5,$$,Bakeries,486,96,,Routine - Unscheduled,San Francisco,Low Risk,,+14158982739,81264_20170103,81264,397 Arguello Blvd,2017-01-03 00:00:00,Unclean or degraded floors walls or ceilings,81264_20170103_103154,,CA,94118
Artesano,3.5,$$,Latin American,212,87,,Routine - Unscheduled,San Francisco,Moderate Risk,,,75297_20150304,75297,3415 California St,2015-03-04 00:00:00,Moderate risk food holding temperature,75297_20150304_103120,,CA,94118
Artis Coffee,4.5,$$,Coffee & Tea,146,94,,Routine - Unscheduled,San Francisco,Moderate Risk,,,82395_20150930,82395,537 Octavia St,2015-09-30 00:00:00,Moderate risk food holding temperature,82395_20150930_103120,,CA,94102
As Quoted,4.0,$$,American (New),107,89,,Routine - Unscheduled,San Francisco,Moderate Risk,,,83633_20160411,83633,3613 Sacramento St,2016-04-11 00:00:00,Foods not protected from contamination,83633_20160411_103133,,CA,94118
Asha Tea House,4.0,$,Coffee & Tea,302,87,,Routine - Unscheduled,San Francisco,Low Risk,,,82892_20161101,82892,17 Kearny St,2016-11-01 00:00:00,Permit license or inspection report not posted,82892_20161101_103156,,CA,94108
Ashley's Cafe,3.5,$,Cafes,236,79,37.784976,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784976, -122.465169)",+14155836269,62057_20160526,62057,4454 California St,2016-05-26 00:00:00,Moderate risk food holding temperature,62057_20160526_103120,-122.465169,CA,94118
Asian Box,4.0,$,Vietnamese,237,92,,Routine - Unscheduled,San Francisco,Low Risk,,,75801_20151103,75801,170 O'Farrell Ave Basement,2015-11-03 00:00:00,Food safety certificate or food handler card not available,75801_20151103_103157,,CA,94102
