business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Eternal Springs,85,37.782818,Routine - Unscheduled,San Francisco,High Risk,"(37.782818, -122.467442)",,35418_20161110,35418,750 Clement St,2016-11-10 00:00:00,Unclean or unsanitary food contact surfaces,35418_20161110_103109,-122.467442,CA,94118
The Plant Cafe Organic,87,,Routine - Unscheduled,San Francisco,Low Risk,,,84500_20161110,84500,250 Montgomery St,2016-11-10 00:00:00,Improper storage of equipment utensils or linens,84500_20161110_103145,,CA,94104
The Lab By Napaology,87,,Routine - Unscheduled,San Francisco,Low Risk,,,80070_20161110,80070,930 Bush St,2016-11-10 00:00:00,Permit license or inspection report not posted,80070_20161110_103156,,CA,94109
TJ Cups Inc,93,,Routine - Unscheduled,San Francisco,High Risk,,+14155682877,83196_20161110,83196,2437 Noriega St,2016-11-10 00:00:00,Unclean hands or improper use of gloves,83196_20161110_103102,,CA,94122
Giorgio's Pizzeria,92,,Routine - Unscheduled,San Francisco,Low Risk,,,71910_20161110,71910,50 Post St #63,2016-11-10 00:00:00,Unapproved or unmaintained equipment or utensils,71910_20161110_103144,,CA,94104
The Posh Bagel,92,37.760954,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760954, -122.434935)",,315_20161110,315,495A CASTRO St,2016-11-10 00:00:00,Moderate risk food holding temperature,315_20161110_103120,-122.434935,CA,94114
Chipotle Mexican Grill #1460,96,37.784283,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784283, -122.403881)",,69350_20161110,69350,121 04th St Space #1035,2016-11-10 00:00:00,Moderate risk vermin infestation,69350_20161110_103131,-122.403881,CA,94103
Green Heart Foods LLC,91,,Routine - Unscheduled,San Francisco,High Risk,,+14155277307,86715_20161110,86715,1069 Pennsylvania Ave,2016-11-10 00:00:00,Unclean hands or improper use of gloves,86715_20161110_103102,,CA,94107
Nama Sushi,85,37.777398,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777398, -122.392391)",+14155492007,19041_20161110,19041,227 King St,2016-11-10 00:00:00,Inadequate and inaccessible handwashing facilities,19041_20161110_103119,-122.392391,CA,94107
Chipotle Mexican Grill #1702,96,37.784317,Routine - Unscheduled,San Francisco,Low Risk,"(37.784317, -122.407563)",,67602_20161110,67602,865 Market St Space #C10,2016-11-10 00:00:00,Improper food storage,67602_20161110_103139,-122.407563,CA,94103
